objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,people,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,credit,exhibitionlabel,onview
MTHM_1999-04-005,1999-4-5_b_20240805.jpg,,,Cigarette Card,W. Duke Sons & Co.,,"Cigarette card measuring 2 3/4"" x 3/4"". The front of the card features an iage of Mark Twain on bottom 2/3 of card, and an image from ""A Tramp Abroad"" and a reproduction of signature in top 1/3 of card. On the bottom of front is stamped the logo of Duke's Cigarettes. On the back of card there is a list of ""Great Americans"" including John Adams, Samuel Morse, and Noah Webster. Again at the bottom there is a stamp of the logo of Duke's Cigarette's, Durham N.C.",Social;Identity; Economic; Industry; Manufacturing; Consumer; Buisness,Samuel L. Clemens (Mark Twain),,,,The Mark Twain House and Museum,1999.4.5,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Museum Purchase",,Yes
MTHM_1999-04-006,1999-4-6_f_20240805.jpg,,,Cigarette Card,Ogden's Cigarette's,,"Cigarette card measuring 2 1/4"" x 1 1/2"". It features a photograph of Twain on front in black and white, with photo lableing him as a ""Humorist"" and mentoning Innocents Abroad. At the bottom is stamped the logo for Ogden's Guinea Gold Cigarettes",Social;Identity; Economic; Industry; Manufacturing; Consumer; Buisness,Samuel L. Clemens (Mark Twain),,,,The Mark Twain House and Museum,1999.4.6,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Museum Purchase",,Yes
MTHM_1999-04-006,1999-4-6_b_20240805.jpg,,,Cigarette Card,Ogden's Cigarette's,,"Cigarette card measuring 2 1/4"" x 1 1/2"". It features a photograph of Twain on front in black and white, with photo lableing him as a ""Humorist"" and mentoning Innocents Abroad. At the bottom is stamped the logo for Ogden's Guinea Gold Cigarettes",Social;Identity; Economic; Industry; Manufacturing; Consumer; Buisness,Samuel L. Clemens (Mark Twain),,,,The Mark Twain House and Museum,1999.4.6,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Museum Purchase",,Yes
MTHM_1999-11-001,1999-11-1_f1_20240805.jpg,,,Mark Twain Halmark Collar,"Hall, Hartwell & Co. ",,"White collar with cellophane wrapper. Wrapper has blue label printed with with reproduction of MT signiture and under that ""Halmark Hall, Hartwell & C0., Troy Laundry Shrunk - Semi-Soft Collar"". Collar is White, with signs of discoloration from age. Total length of collar is 16 1/2"" and width is 2"". It is indicated on the back that it is for a 14 1/2"" neck. There is water damage to one side of center fold measuring aprox. 2"". Printed on the back is a trademark of Hall and Hartwell, Langhorne Laundry Shrunk and patent date of July 5th 1921 number 5895. ",Social; Identity; Cultural; Fashion; Clothing; Economic; Manufacturing,"Samuel L. Clemens (Mark Twain); Hall, Hartwell & Co. ",,,,The Mark Twain House and Museum,1999.11.1,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Museum Purchase",,Yes
MTHM_1999-11-001,1999-11-1_d1_20240805.jpg,,,Mark Twain Halmark Collar,"Hall, Hartwell & Co. ",,"White collar with cellophane wrapper. Wrapper has blue label printed with with reproduction of MT signiture and under that ""Halmark Hall, Hartwell & C0., Troy Laundry Shrunk - Semi-Soft Collar"". Collar is White, with signs of discoloration from age. Total length of collar is 16 1/2"" and width is 2"". It is indicated on the back that it is for a 14 1/2"" neck. There is water damage to one side of center fold measuring aprox. 2"". Printed on the back is a trademark of Hall and Hartwell, Langhorne Laundry Shrunk and patent date of July 5th 1921 number 5895. ",Social; Identity; Cultural; Fashion; Clothing; Economic; Manufacturing,"Samuel L. Clemens (Mark Twain); Hall, Hartwell & Co. ",,,,The Mark Twain House and Museum,1999.11.1,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Museum Purchase",,Yes
MTHM_1999-11-001,1999-11-1_f2_20240805.jpg,,,Mark Twain Halmark Collar,"Hall, Hartwell & Co. ",,"White collar with cellophane wrapper. Wrapper has blue label printed with with reproduction of MT signiture and under that ""Halmark Hall, Hartwell & C0., Troy Laundry Shrunk - Semi-Soft Collar"". Collar is White, with signs of discoloration from age. Total length of collar is 16 1/2"" and width is 2"". It is indicated on the back that it is for a 14 1/2"" neck. There is water damage to one side of center fold measuring aprox. 2"". Printed on the back is a trademark of Hall and Hartwell, Langhorne Laundry Shrunk and patent date of July 5th 1921 number 5895. ",Social; Identity; Cultural; Fashion; Clothing; Economic; Manufacturing,"Samuel L. Clemens (Mark Twain); Hall, Hartwell & Co. ",,,,The Mark Twain House and Museum,1999.11.1,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Museum Purchase",,Yes
MTHM_1999-12-1,IHIH_ComingSoon.jpg,,,Sewing Machine,Singer Manufacturing Company,1882,"Steel sewing machine, oak and steel case. ",Industrial; Clothing; Servants,,,,,The Mark Twain House and Museum,1999.12.1,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Museum, Gift of Mrs. George Gabriel, 1999",,
MTHM_2000-02-001,2000-2-001_f.jpg,,,"Mr. Samuel L. Clemens (Mark Twain) Residence, Hartford, Conn. ",,,,Culture; Arts; Visual Arts; Photography; Environment; Built Environment; Buildings/Architecture,,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,2000.02.001,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House and Museum Collections,"3.5x5 inch postcard of the Mark Twain House in Hartford, Connecticut.",Yes
MTHM_2000-02-001,2000-2-001_b.jpg,,,"Mr. Samuel L. Clemens (Mark Twain) Residence, Hartford, Conn. ",,,,Culture; Arts; Visual Arts; Photography; Environment; Built Environment; Buildings/Architecture,,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,2000.02.001,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House and Museum Collections,"3.5x5 inch postcard of the Mark Twain House in Hartford, Connecticut.",Yes
MTHM_2002-03-001A-I,2002-3-1_A-I_f1_20240805.jpg,,,Mark Twain Halmark Collars,"Hall, Hartwell & Co. ",,"A-B- Box and Lid: Yellow box 10"" x 3 1/2"" x 3 1/2"" Yellow Lid 10 1/4"" x 3 3/4"" x 1"". Lid has water damage on left 1/4 of lid. Lid has Black stamp with reproduction of MT signiture and under that ""Halmark Hall, Hartwell & C0., Troy Laundry Shrunk - Semi-Soft Collar"". Box has no markings except on one short side with stamp indicating League Brand, and there were a dozen collars in box. The stamp also says ""No. J140 15"" C- Pink striped collar in celophane wrapper. Collar is stripped pink, black, and brown. Total Length is 17 1/2"" and it is 2"" wide. On inside of collar it indicates it is made for side 15"" neck, and is stamped ""Par Excellence J140 It has 4 Button holes 2 on one side, one in the middle, and one on the other side. E- Blue Collar. Color is striped with blue, pink and green. Total Length is 17 1/2"" and it is 2"" wide. On inside of collar it indicates it is made for side 15"" neck, and is stamped ""Par Excellence J140 It has 4 Button holes 2 on one side, one in the middle, and one on the other side. G- Pink and Grey Collar. Collar is striped with shades of pink and grey. Total Length is 17 1/2"" and it is 2"" wide. On inside of collar it indicates it is made for side 15"" neck, and is stamped ""Par Excellence J140 It has 4 Button holes 2 on one side, one in the middle, and one on the other side. I- Red collar. Collar is striped with red and black. Background of collar looks discolored, but after further investigation, it appears to be purposefully that beige color. There is staining on left side from tag, three black spots aprox 3 1/4"", 2"", and 1"" from the side of colored side of collar. Total Length is 17 1/2"" and it is 2"" wide. On inside of collar it indicates it is made for side 15"" neck, and is stamped ""Par Excellence J140 It has 4 Button holes 2 on one side, one in the middle, and one on the other side.",Social; Identity; Cultural; Fashion; Clothing; Economic; Manufacturing,"Samuel L. Clemens (Mark Twain); Hall, Hartwell & Co. ",,,,The Mark Twain House and Museum,2002.3.1 A-I,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Museum Purchase",,Yes
MTHM_2002-03-001A-I,2002-3-1_A-I_f2_20240805.jpg,,,Mark Twain Halmark Collars,"Hall, Hartwell & Co. ",,"A-B- Box and Lid: Yellow box 10"" x 3 1/2"" x 3 1/2"" Yellow Lid 10 1/4"" x 3 3/4"" x 1"". Lid has water damage on left 1/4 of lid. Lid has Black stamp with reproduction of MT signiture and under that ""Halmark Hall, Hartwell & C0., Troy Laundry Shrunk - Semi-Soft Collar"". Box has no markings except on one short side with stamp indicating League Brand, and there were a dozen collars in box. The stamp also says ""No. J140 15"" C- Pink striped collar in celophane wrapper. Collar is stripped pink, black, and brown. Total Length is 17 1/2"" and it is 2"" wide. On inside of collar it indicates it is made for side 15"" neck, and is stamped ""Par Excellence J140 It has 4 Button holes 2 on one side, one in the middle, and one on the other side. E- Blue Collar. Color is striped with blue, pink and green. Total Length is 17 1/2"" and it is 2"" wide. On inside of collar it indicates it is made for side 15"" neck, and is stamped ""Par Excellence J140 It has 4 Button holes 2 on one side, one in the middle, and one on the other side. G- Pink and Grey Collar. Collar is striped with shades of pink and grey. Total Length is 17 1/2"" and it is 2"" wide. On inside of collar it indicates it is made for side 15"" neck, and is stamped ""Par Excellence J140 It has 4 Button holes 2 on one side, one in the middle, and one on the other side. I- Red collar. Collar is striped with red and black. Background of collar looks discolored, but after further investigation, it appears to be purposefully that beige color. There is staining on left side from tag, three black spots aprox 3 1/4"", 2"", and 1"" from the side of colored side of collar. Total Length is 17 1/2"" and it is 2"" wide. On inside of collar it indicates it is made for side 15"" neck, and is stamped ""Par Excellence J140 It has 4 Button holes 2 on one side, one in the middle, and one on the other side.",Social; Identity; Cultural; Fashion; Clothing; Economic; Manufacturing,"Samuel L. Clemens (Mark Twain); Hall, Hartwell & Co. ",,,,The Mark Twain House and Museum,2002.3.1 A-I,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Museum Purchase",,Yes
MTHM_2002-03-001A-I,2002-3-1_A-I_f3_20240805.jpg,,,Mark Twain Halmark Collars,"Hall, Hartwell & Co. ",,"A-B- Box and Lid: Yellow box 10"" x 3 1/2"" x 3 1/2"" Yellow Lid 10 1/4"" x 3 3/4"" x 1"". Lid has water damage on left 1/4 of lid. Lid has Black stamp with reproduction of MT signiture and under that ""Halmark Hall, Hartwell & C0., Troy Laundry Shrunk - Semi-Soft Collar"". Box has no markings except on one short side with stamp indicating League Brand, and there were a dozen collars in box. The stamp also says ""No. J140 15"" C- Pink striped collar in celophane wrapper. Collar is stripped pink, black, and brown. Total Length is 17 1/2"" and it is 2"" wide. On inside of collar it indicates it is made for side 15"" neck, and is stamped ""Par Excellence J140 It has 4 Button holes 2 on one side, one in the middle, and one on the other side. E- Blue Collar. Color is striped with blue, pink and green. Total Length is 17 1/2"" and it is 2"" wide. On inside of collar it indicates it is made for side 15"" neck, and is stamped ""Par Excellence J140 It has 4 Button holes 2 on one side, one in the middle, and one on the other side. G- Pink and Grey Collar. Collar is striped with shades of pink and grey. Total Length is 17 1/2"" and it is 2"" wide. On inside of collar it indicates it is made for side 15"" neck, and is stamped ""Par Excellence J140 It has 4 Button holes 2 on one side, one in the middle, and one on the other side. I- Red collar. Collar is striped with red and black. Background of collar looks discolored, but after further investigation, it appears to be purposefully that beige color. There is staining on left side from tag, three black spots aprox 3 1/4"", 2"", and 1"" from the side of colored side of collar. Total Length is 17 1/2"" and it is 2"" wide. On inside of collar it indicates it is made for side 15"" neck, and is stamped ""Par Excellence J140 It has 4 Button holes 2 on one side, one in the middle, and one on the other side.",Social; Identity; Cultural; Fashion; Clothing; Economic; Manufacturing,"Samuel L. Clemens (Mark Twain); Hall, Hartwell & Co. ",,,,The Mark Twain House and Museum,2002.3.1 A-I,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Museum Purchase",,Yes
MTHM_2005-2-1,2005-2-1.jpg,,,Rocking Chair,,,Double comb back Windsor style. Tiger Maple.,Leisure,Katy Leary; Samuel L. Clemens (Mark Twain); Olivia Langdon Clemens,,,,The Mark Twain House and Museum,2005.2.1,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Gift of Marguerite Leary Conway, 2005","This rocking chair originally belonged to Samuel Clemens, who kept it in his bedroom in Stormfield. After he died, his daughter Clara gave away many things from the house, including this chair, which went to long-time servant Katy Leary. Leary remembered that �the furniture didn�t mean much � after the family was gone. But after a while, later on, that furniture was a great comfort to me.� Leary kept the chair throughout her life; it can be seen in the photograph of her New York apartment shown here. The chair was kept in the family and passed down to Leary�s descendants until they donated it to The Mark Twain House & Museum in 2005.",Yes
MTHM_2007-07-001,IHIH_ComingSoon.jpg,,,Hand Fan,Fan: Alexandre; Shadow Box: Deck the Walls,,"White lace foldable hand fan with white pearl handle. It is in shadow box. Shadow box measures 25"" x 15 1/2"" x 2 1/2"". The box is wired for hanging and has a Deck the Walls makers sticker on it. There is also a label in French on the back, It reads that the brand of fan is Alexandre ""Old Fans"" ""Modern Fans"" Russia, England, Holland. ",Social; Gender; Cultural; Fashion; Adornment,Olivia L. Clemens,,,,The Mark Twain House and Museum,2007.7.1,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Museum, Gift of Marguerite Leary Conway",,
MTHM_2007-07-002A-B,IHIH_ComingSoon.jpg,,,Soup Tureen with Lid,Spade Felspar,,"Porcelin soup tureen with lid. Inside of lid is stamped in pink ""Spade Felspar Porcelin."" Lid has fruit and leif motif to use as handle, and a notch for a spoon (not included). Lid is about 9 1/4"" wide at base. It has a maroon stripe around bottom edge and a gold inlayed basket weave design on rim to carry over to base. on the top there is also a double crown and halbred motiv on either side of handle. The base has two basket-like andles on either side with a floral/vine motif in gold. this design carries onto the for footed legs. The crown design is on both non-handled sides. there is a maroon stripe mimiking the one on the lid near the top of bowl. From Handle to handle it measures 13"", is 8"" tall and the basin is aprox. 6"" deep. total height including the lid is aprox. 12""",Social;Cultural,Samuel L. Clemens,,,,The Mark Twain House and Museum,2007.07.002 A-B,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Museum, Gift of Marguerite Leary Conway",,Yes
MTHM_2007-3-1,IHIH_ComingSoon.jpg,,,Pendant Watch,Henry Capt,"June 8, 1892",,Jewelry; Personal Adornment,Clara Clemens,,,,The Mark Twain House and Museum,2007.3.1,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Gift of Jo Rowley, in loving memory of Mildred T. Centuio",This Henry Capt ladies� open-face pendant watch was owned by Clara Clemens. It has a white porcelain dial with green enamel numerals and a green enamel back case with diamonds set in a foliate motif. The inside is engraved �Clara Langdon Clemens June 8th 1892.�,
MTHM_2010-02-001,IHIH_ComingSoon.jpg,,,Mark Twain House,Diana Wythe Tyler,1987,,Culture; Arts; Visual Arts; Painting; Environment; Built Environment; Buildings/Architecture,Diana Wythe Tyler,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,2010.02.001,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Musuem, Gift of Eloise Robinson",,Yes
MTHM_2012-15-001,2012-15-001_b.jpg,,,Embroidered Boy Scout of America Patch,,,,Culture; Arts; Visual Arts; Environment; Built Environment; Buildings/Architecture; Social; Clubs/Organizations; Scouting; Fashion; Adornment;,,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,2012.15.001,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Gift of the Connecticut Rivers Council",A 2012 Connecticut Rivers Council of the Friends of Scouting patch with the Mark Twain House embroidered on the front.,Yes
MTHM_2012-15-001,2012-15-001_f.jpg,,,Embroidered Boy Scout of America Patch,,,,Culture; Arts; Visual Arts; Environment; Built Environment; Buildings/Architecture; Social; Clubs/Organizations; Scouting; Fashion; Adornment;,,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,2012.15.001,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Gift of the Connecticut Rivers Council",A 2012 Connecticut Rivers Council of the Friends of Scouting patch with the Mark Twain House embroidered on the front.,Yes
MTHM_2013-20-001,2013-20-1_f_20240805.jpg,,,Ribbon from the Hartford Battalion Welcoming Ulysses S. Grant to Hartford,Hartford Battalion,10/16/1880,,Political; Memory & Commemoration; Cultural,Ulysses S. Grant,,,,The Mark Twain House and Museum,2013.20.001,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Museum Purchase.",,
MTHM_2013-20-001,2013-20-1_b_20240805.jpg,,,Ribbon from the Hartford Battalion Welcoming Ulysses S. Grant to Hartford,Hartford Battalion,10/16/1880,,Political; Memory & Commemoration; Cultural,Ulysses S. Grant,,,,The Mark Twain House and Museum,2013.20.001,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Museum Purchase.",,
MTHM_2013-22-001,2013-21-1_f1_20231018.jpg,,,Cufflinks,Dwight H. Buell,,,Economic; Industry; Business; Cultural; Fashion; Adornment,Dwight H. Buell; Samuel L. Clemens (Mark Twain),"State House Square, Hartford, Connecticut",41.76647725,-72.67232611,The Mark Twain House and Museum,2013.22.001,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Gift of Alice C. Townes and Col. James E. Townes, Jr.",,
MTHM_2013-22-001,2013-21-1_f2_20231018.jpg,,,Cufflinks,Dwight H. Buell,,,Economic; Industry; Business; Cultural; Fashion; Adornment,Dwight H. Buell; Samuel L. Clemens (Mark Twain),"State House Square, Hartford, Connecticut",41.76647725,-72.67232611,The Mark Twain House and Museum,2013.22.001,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Gift of Alice C. Townes and Col. James E. Townes, Jr.",,
MTHM_2013-22-001,2013-21-1_f3_20231018.jpg,,,Cufflinks,Dwight H. Buell,,,Economic; Industry; Business; Cultural; Fashion; Adornment,Dwight H. Buell; Samuel L. Clemens (Mark Twain),"State House Square, Hartford, Connecticut",41.76647725,-72.67232611,The Mark Twain House and Museum,2013.22.001,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House and Museum, Gift of Alice C. Townes and Col. James E. Townes, Jr.",,
MTHM_2017-12-001,IHIH_ComingSoon.jpg,,,Mark Twain Memorial Ashtray,Mark Twain Memorial,,,Culture; Socail; Economic; Consumer; Environment; Built Environment; Buildings/Architecture,,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,2017.12.1,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Musuem, Gift of Laura VanDin and Andrea Easton","Glass ashtray with black illustration of the Mark Twain House on bottom with the text ""Mark Twain Memorial"" underneath the house. Each corner has a cigarette holder notch in it. ",Yes
MTHM_2019-01-001,IHIH_ComingSoon.jpg,,,The Mark Twain House,Charles H. Overly,undated,Color drawing,Culture; Arts; Visual Arts; Drawing; Environment; Built Environment; Buildings/Architecture,Charles H. Overly,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,2019.01.0011,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ",The Mark Twain House & Museum Collections,Pencil drawing of the Mark Twain House by Charles H. Overly,Yes
MTHM_2022-03-001,IHIH_ComingSoon.jpg,,,MTMTMTMT,Unknown,,,Culture; Arts; Visual Arts; Drawing; Environment; Built Environment; Buildings/Architecture,,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,2022.03.001,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Musuem, Gift of Arthur J. Ballelli",,Yes
MTHM_2022-12-001,IHIH_ComingSoon.jpg,,,Mark Twain Library (Conservatory),John Hawkins,c.1980s,Woodblock print,Culture; Arts; Visual Arts; Etching; Environment; Built Environment; Buildings/Architecture,John Hawkins,"351 Farmington Ave, Hartford, Connecticut ",41.76705545,-72.70141583,The Mark Twain House and Museum,2022.12.1,Image;StillImage,image/jpeg,eng,"Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","Each contributing institution has their own guidelines and rules for use of their collections. The institution is listed as the source of the item. Please contact the individual institution for their terms of use, or reproduction fees, or terms for reproductions. ","The Mark Twain House & Museum, Gift of Mary Brown",,Yes
